name,height,reach,stance,dob,url,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,num_fights
Josh Koscheck,"5' 10""","73""",Orthodox,"Nov 30, 1977",http://ufcstats.com/fighter-details/dd37fd509af89f15,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,25.0
Shayna Baszler,"5' 7""",--,Orthodox,"Aug 08, 1980",http://ufcstats.com/fighter-details/8ef4a91ac694b7ce,2.49,30.0,6.36,51.0,0.67,18.0,44.0,1.3,5.0
Cain Carrizosa,"5' 8""",--,Orthodox,"Jul 22, 1986",http://ufcstats.com/fighter-details/064b7dc68d786254,2.72,42.0,5.8,51.0,0.0,0.0,14.0,0.0,2.0
Jorge de Oliveira,"5' 8""",--,Orthodox,"Jan 22, 1980",http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c,1.26,31.0,4.84,48.0,0.0,0.0,22.0,0.0,2.0
Bentley Syler,"5' 4""",--,Orthodox,"Dec 22, 1982",http://ufcstats.com/fighter-details/abd2109bc4cb0291,1.3,18.0,1.73,79.0,0.0,0.0,75.0,0.0,1.0
Roger Narvaez,"6' 3""",--,Southpaw,"Sep 09, 1983",http://ufcstats.com/fighter-details/3a12a2f096a6d975,2.12,37.0,3.32,64.0,0.0,0.0,50.0,0.9,3.0
Josh Copeland,"6' 1""",--,Orthodox,"Oct 20, 1982",http://ufcstats.com/fighter-details/3aa794cbe1e3484b,1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0,2.0
Jake Lindsey,"5' 11""",--,Switch,"Jun 21, 1986",http://ufcstats.com/fighter-details/33e00249ef08d3a4,3.44,52.0,4.01,46.0,0.65,33.0,50.0,0.0,3.0
Larissa Pacheco,"5' 7""",--,Orthodox,"Sep 07, 1994",http://ufcstats.com/fighter-details/16b89be2f5c16fba,1.21,19.0,4.14,55.0,0.0,0.0,0.0,0.0,2.0
Norifumi Yamamoto,"5' 4""","66""",Southpaw,"Mar 15, 1977",http://ufcstats.com/fighter-details/4834ff149dc9542a,2.09,45.0,2.01,57.0,0.41,22.0,45.0,0.0,7.0
Ruan Potts,"6' 2""","75""",Orthodox,"Feb 23, 1978",http://ufcstats.com/fighter-details/7e208569469c8bc8,0.85,37.0,5.92,22.0,0.75,16.0,33.0,2.3,3.0
Alex Torres,"5' 10""",--,Orthodox,"May 29, 1988",http://ufcstats.com/fighter-details/e4e0f310b3cf23a8,2.47,37.0,2.73,69.0,2.0,22.0,50.0,0.0,1.0
William Macario,"5' 11""","75""",Orthodox,"Jul 01, 1991",http://ufcstats.com/fighter-details/ed74afc8b5b47a61,4.92,54.0,3.96,65.0,1.85,45.0,78.0,0.0,4.0
Cody Gibson,"5' 10""","71""",Orthodox,"Sep 11, 1987",http://ufcstats.com/fighter-details/700a674c042b7a96,2.47,31.0,2.54,63.0,1.85,38.0,58.0,0.4,4.0
Josh Shockley,"6' 1""",--,Orthodox,"Nov 15, 1989",http://ufcstats.com/fighter-details/1d36f1ac66cf689d,1.4,33.0,1.75,60.0,0.0,0.0,61.0,0.8,2.0
Patrick Walsh,"5' 11""",--,,"Nov 28, 1988",http://ufcstats.com/fighter-details/b4c96c3d9139bf0e,2.03,19.0,2.83,64.0,3.0,54.0,100.0,1.5,2.0
Rodrigo de Lima,"5' 7""",--,Orthodox,"Mar 12, 1991",http://ufcstats.com/fighter-details/a4dc47001f202bcd,1.29,33.0,5.5,32.0,2.66,36.0,0.0,1.3,2.0
Ian McCall,"5' 5""","64""",Orthodox,"May 07, 1984",http://ufcstats.com/fighter-details/701e057d63c124d9,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,9.0
Richardson Moreira,"6' 2""",--,Orthodox,"Mar 31, 1984",http://ufcstats.com/fighter-details/9147679e1a4ad4a3,1.17,28.0,1.83,67.0,0.0,0.0,100.0,0.0,2.0
Andy Enz,"6' 3""","78""",Orthodox,"Aug 15, 1991",http://ufcstats.com/fighter-details/993d385f5a475375,3.51,23.0,5.32,57.0,0.0,0.0,58.0,0.0,3.0
Phil Davis,"6' 2""","79""",Orthodox,"Sep 25, 1984",http://ufcstats.com/fighter-details/902ab9197b83d0db,2.85,34.0,1.33,72.0,2.99,38.0,72.0,0.6,13.0
Akira Corassani,"5' 8""","68""",Orthodox,"Aug 27, 1982",http://ufcstats.com/fighter-details/3f52ce18fb98008f,3.25,45.0,4.91,50.0,0.7,28.0,86.0,0.0,6.0
Andy Ogle,"5' 8""","69""",Orthodox,"Feb 16, 1989",http://ufcstats.com/fighter-details/b6c4451cb13c9303,2.24,44.0,2.23,50.0,1.44,26.0,58.0,0.0,6.0
Stanislav Nedkov,"5' 11""","71""",Orthodox,"Dec 09, 1981",http://ufcstats.com/fighter-details/1d4bbaabd8b60173,3.33,43.0,5.39,43.0,2.77,41.0,0.0,0.0,4.0
Shane Howell,"5' 8""",--,Orthodox,"Nov 28, 1983",http://ufcstats.com/fighter-details/a7de976620f2ed13,1.27,32.0,2.55,42.0,0.0,0.0,20.0,0.0,2.0
Matt Van Buren,"6' 5""",--,,"Jun 12, 1986",http://ufcstats.com/fighter-details/7b39035fae7268b8,7.73,45.0,6.82,49.0,0.0,0.0,50.0,0.0,2.0
Tateki Matsuda,"5' 7""",--,Orthodox,"Feb 27, 1986",http://ufcstats.com/fighter-details/3a524c6700addc24,3.2,34.0,3.43,69.0,0.0,0.0,16.0,0.0,2.0
Louis Gaudinot,"5' 3""","63""",Orthodox,"Aug 28, 1984",http://ufcstats.com/fighter-details/b72a60a0cadff408,2.34,37.0,6.42,48.0,0.57,40.0,31.0,1.1,5.0
Rodrigo Damm,"5' 7""","71""",Orthodox,"Feb 03, 1980",http://ufcstats.com/fighter-details/a20d7dfaba74c067,3.5,36.0,5.61,57.0,0.44,16.0,80.0,0.3,9.0
Mats Nilsson,"6' 1""",--,Orthodox,"Dec 05, 1983",http://ufcstats.com/fighter-details/a9bcf8717dd12532,2.99,39.0,5.62,63.0,3.87,83.0,44.0,2.3,2.0
Alexis Dufresne,"5' 9""",--,Orthodox,"Aug 31, 1990",http://ufcstats.com/fighter-details/4ae4049426e0161d,1.33,27.0,3.33,60.0,1.5,50.0,50.0,0.0,2.0
Mike Rhodes,"6' 1""","74""",Orthodox,"Dec 04, 1989",http://ufcstats.com/fighter-details/b7ad576b8ae115e6,3.2,39.0,4.13,64.0,0.96,33.0,75.0,0.5,3.0
Tom Niinimaki,"5' 9""","69""",Orthodox,"Jul 25, 1982",http://ufcstats.com/fighter-details/5fceb45939fc0c8a,1.91,54.0,2.31,58.0,2.97,46.0,33.0,0.5,4.0
Jamie Varner,"5' 8""","71""",Orthodox,"Oct 12, 1984",http://ufcstats.com/fighter-details/a54fc2d6fc224dc3,2.92,34.0,2.55,58.0,3.49,53.0,66.0,0.8,17.0
Joe Ellenberger,"5' 9""","72""",Orthodox,"Mar 28, 1985",http://ufcstats.com/fighter-details/8e8e4487c621aa1c,1.62,47.0,3.45,48.0,3.17,40.0,0.0,1.1,2.0
Garett Whiteley,"6' 0""","72""",Orthodox,"Dec 13, 1980",http://ufcstats.com/fighter-details/129537073431e52e,3.72,48.0,4.04,46.0,0.0,0.0,27.0,0.9,3.0
Dustin Kimura,"5' 7""","71""",Orthodox,"May 21, 1989",http://ufcstats.com/fighter-details/fe91d254db77a7fc,1.33,21.0,3.82,51.0,0.93,37.0,50.0,2.2,5.0
Brendan Schaub,"6' 4""","78""",Orthodox,"Mar 18, 1983",http://ufcstats.com/fighter-details/89a407032911e27e,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4,11.0
Matt Hobar,"5' 10""","70""",Southpaw,"Jan 07, 1987",http://ufcstats.com/fighter-details/b57edace7b647f07,3.23,42.0,4.27,52.0,3.66,44.0,50.0,0.0,3.0
Isaac Vallie-Flagg,"5' 8""","70""",Orthodox,"Apr 08, 1978",http://ufcstats.com/fighter-details/c295de4e10acd4c9,5.56,47.0,5.6,45.0,0.2,12.0,58.0,0.0,6.0
Yves Edwards,"5' 9""","73""",Southpaw,"Sep 30, 1976",http://ufcstats.com/fighter-details/5f04e3d58d9ce982,2.91,42.0,2.34,66.0,0.76,53.0,69.0,0.7,28.0
Juan Manuel Puig,"5' 9""",--,Orthodox,"Apr 23, 1989",http://ufcstats.com/fighter-details/85d0fafb8b75d634,4.91,23.0,7.17,51.0,0.0,0.0,0.0,0.0,2.0
Chris Heatherly,"5' 9""",--,Orthodox,"Nov 24, 1987",http://ufcstats.com/fighter-details/bad8be5827ea1bf1,1.08,45.0,2.67,52.0,3.39,50.0,100.0,0.7,2.0
Humberto Brown Morrison,"5' 10""",--,,"Nov 03, 1984",http://ufcstats.com/fighter-details/e9e7e1c8ff289e1b,1.71,50.0,2.19,62.0,1.43,25.0,0.0,0.0,1.0
Rodolfo Rubio Perez,"5' 5""",--,Orthodox,"Jan 29, 1987",http://ufcstats.com/fighter-details/c4731f43693b96b8,1.13,36.0,1.0,62.0,2.0,33.0,33.0,0.0,1.0
Charlie Brenneman,"5' 10""","70""",Orthodox,"Feb 09, 1981",http://ufcstats.com/fighter-details/98f6da59d765ec94,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,11.0
Tim Gorman,"5' 5""",--,Southpaw,"Apr 29, 1983",http://ufcstats.com/fighter-details/c10eb2f12c489f6d,2.73,31.0,5.57,46.0,1.0,9.0,33.0,0.0,2.0
Wagner Silva,"6' 0""",--,Orthodox,"Feb 07, 1987",http://ufcstats.com/fighter-details/fb79582c410d049e,1.69,29.0,2.87,65.0,0.0,0.0,58.0,0.0,2.0
Vagner Rocha,"5' 10""","73""",Orthodox,"Jun 06, 1982",http://ufcstats.com/fighter-details/d403b1a6f278c95e,2.64,42.0,4.5,48.0,1.4,33.0,50.0,1.9,5.0
Guto Inocente,"6' 3""",--,Orthodox,"May 29, 1986",http://ufcstats.com/fighter-details/e7fe5315b1efeb92,4.13,66.0,2.92,54.0,0.67,33.0,66.0,0.7,3.0
Luke Zachrich,"6' 2""","74""",Orthodox,"Dec 19, 1981",http://ufcstats.com/fighter-details/2284092f8b63273b,4.56,32.0,4.46,62.0,0.74,33.0,80.0,0.0,3.0
Jumabieke Tuerxun,"5' 7""",--,Orthodox,"Apr 17, 1986",http://ufcstats.com/fighter-details/1ed32eaaba9ffe10,1.6,28.0,3.08,59.0,0.47,11.0,66.0,0.9,3.0
Fabricio Camoes,"5' 10""","71""",Orthodox,"Dec 23, 1978",http://ufcstats.com/fighter-details/7abe471b61725980,1.29,33.0,1.85,61.0,2.34,32.0,20.0,1.5,7.0
Bruno Santos,"5' 9""",--,Orthodox,"Jul 17, 1987",http://ufcstats.com/fighter-details/da1d8d76404bb6b5,1.18,46.0,2.27,56.0,3.0,37.0,66.0,0.3,3.0
Anthony Njokuani,"6' 1""","75""",Orthodox,"Mar 01, 1980",http://ufcstats.com/fighter-details/6bf5a7d3e081ade2,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2,15.0
Tor Troeng,"6' 2""",--,Orthodox,"Jan 25, 1983",http://ufcstats.com/fighter-details/8abf70f79e9e27c2,1.16,46.0,3.26,32.0,0.62,7.0,66.0,0.3,4.0
Ernest Chavez,"5' 8""","70""",Orthodox,"Jun 27, 1983",http://ufcstats.com/fighter-details/b406da701c479076,2.79,40.0,3.89,59.0,0.89,33.0,50.0,0.0,3.0
Amir Sadollah,"5' 10""","75""",Orthodox,"Aug 27, 1980",http://ufcstats.com/fighter-details/2650e2f846a30f64,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3,11.0
Takenori Sato,"5' 10""",--,Southpaw,"Jun 08, 1985",http://ufcstats.com/fighter-details/276c60b14b571dd4,0.46,33.0,12.92,9.0,0.0,0.0,0.0,0.0,2.0
Kazuki Tokudome,"5' 11""","73""",Southpaw,"Mar 04, 1987",http://ufcstats.com/fighter-details/c4af2feb4b58bc3b,2.26,41.0,3.63,53.0,2.0,38.0,78.0,0.0,4.0
Dashon Johnson,"5' 7""",--,Orthodox,"Jan 25, 1988",http://ufcstats.com/fighter-details/36207c58e854cae5,1.01,69.0,3.83,35.0,0.85,33.0,63.0,0.8,2.0
Paulo Thiago,"5' 11""","74""",Orthodox,"Jan 25, 1981",http://ufcstats.com/fighter-details/30a09e43f15f1d75,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2,13.0
Johnny Bedford,"5' 10""","71""",Orthodox,"Jan 06, 1983",http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7,4.53,50.0,1.75,63.0,1.83,62.0,62.0,0.0,6.0
Francis Carmont,"6' 3""","78""",Orthodox,"Oct 11, 1981",http://ufcstats.com/fighter-details/3591d0d5d382a381,2.22,42.0,1.64,59.0,1.79,36.0,73.0,0.6,9.0
Cung Le,"5' 9""","70""",Southpaw,"May 25, 1972",http://ufcstats.com/fighter-details/d4f364dd076bb0e2,4.36,48.0,2.98,66.0,1.37,71.0,88.0,0.3,12.0
Jianping Yang,"5' 7""",--,Orthodox,"Nov 27, 1988",http://ufcstats.com/fighter-details/d3c554d6e11fc9d6,1.4,26.0,2.07,65.0,1.0,25.0,33.0,0.0,1.0
Sai Wang,"6' 0""",--,Southpaw,"Jan 14, 1986",http://ufcstats.com/fighter-details/efb9a43415a56d34,3.17,46.0,2.27,53.0,0.0,0.0,77.0,0.0,2.0
Danny Mitchell,"6' 2""",--,Orthodox,"Aug 08, 1986",http://ufcstats.com/fighter-details/c06d554ce1713fd3,2.53,49.0,2.53,52.0,0.0,0.0,100.0,3.0,2.0
Roland Delorme,"5' 9""","71""",Orthodox,"Dec 18, 1983",http://ufcstats.com/fighter-details/173acb3f920082b8,2.28,44.0,4.32,40.0,2.51,34.0,42.0,1.6,7.0
Anying Wang,"6' 0""",--,Orthodox,"Apr 04, 1991",http://ufcstats.com/fighter-details/69e8c632135af48b,1.32,26.0,1.63,44.0,0.0,0.0,33.0,0.0,2.0
Jack May,"6' 8""",--,Switch,"Apr 14, 1981",http://ufcstats.com/fighter-details/2c6e81426dd7573c,1.52,38.0,3.29,33.0,0.91,33.0,20.0,0.0,2.0
Kyle Kingsbury,"6' 4""","79""",Orthodox,"Mar 22, 1982",http://ufcstats.com/fighter-details/b959e8c7fd8390d2,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0,9.0
Hernani Perpetuo,"6' 0""",--,Orthodox,"May 24, 1985",http://ufcstats.com/fighter-details/575360be653ad6a6,2.73,29.0,4.37,55.0,0.0,0.0,37.0,0.5,2.0
Steven Siler,"5' 11""","70""",Orthodox,"Feb 15, 1987",http://ufcstats.com/fighter-details/d188a3b817860ec6,3.21,41.0,2.96,54.0,0.47,21.0,55.0,1.6,9.0
Phil Harris,"5' 4""","65""",Orthodox,"Sep 04, 1983",http://ufcstats.com/fighter-details/ba043b03eb799063,2.34,26.0,3.16,68.0,1.76,21.0,60.0,0.0,5.0
Mike King,"6' 3""",--,,"Aug 04, 1983",http://ufcstats.com/fighter-details/564c2f5f9eb45d67,4.44,58.0,1.29,72.0,1.75,25.0,40.0,3.5,1.0
Cody Donovan,"6' 3""","74""",Orthodox,"Feb 20, 1981",http://ufcstats.com/fighter-details/7bc96507e4b38d3b,5.61,59.0,5.44,45.0,1.67,28.0,0.0,1.7,4.0
Pat Healy,"6' 0""","72""",Orthodox,"Jul 20, 1983",http://ufcstats.com/fighter-details/50d2f0018bcf9eef,2.57,36.0,2.57,50.0,3.08,37.0,55.0,1.1,16.0
Tina Lahdemaki,"5' 2""",--,Orthodox,"May 28, 1988",http://ufcstats.com/fighter-details/e5ca2bc2451a5956,1.93,20.0,4.67,57.0,0.0,0.0,16.0,0.0,1.0
Daniel Spohn,"6' 4""","79""",Southpaw,"Oct 12, 1984",http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9,2.42,49.0,1.6,53.0,0.0,0.0,28.0,2.5,2.0
Robert Drysdale,"6' 3""",--,Orthodox,"Oct 05, 1981",http://ufcstats.com/fighter-details/d2a9be6bf2de624c,0.0,0.0,0.0,0.0,7.32,100.0,0.0,21.9,1.0
Guilherme Vasconcelos,"6' 0""",--,Orthodox,"Mar 23, 1986",http://ufcstats.com/fighter-details/d6d5da3c209884bc,3.27,29.0,4.4,70.0,0.0,0.0,0.0,0.0,1.0
Colton Smith,"6' 0""","71""",Orthodox,"Aug 14, 1987",http://ufcstats.com/fighter-details/2e25c1d983c26311,1.64,41.0,2.3,51.0,4.09,36.0,25.0,1.4,4.0
Chris Indich,"5' 10""",--,,"Apr 22, 1987",http://ufcstats.com/fighter-details/d5b7fac960e58920,1.31,30.0,4.32,43.0,0.75,50.0,50.0,1.5,2.0
Mike Easton,"5' 6""","70""",Southpaw,"Jan 25, 1984",http://ufcstats.com/fighter-details/bc7230f231701d66,3.51,37.0,4.28,61.0,0.75,22.0,66.0,0.0,7.0
Jason High,"5' 8""","73""",Southpaw,"Oct 12, 1981",http://ufcstats.com/fighter-details/e5d03e4d966126bd,1.28,42.0,1.56,48.0,2.36,63.0,37.0,2.8,13.0
Lance Benoist,"5' 11""","72""",Southpaw,"Aug 26, 1988",http://ufcstats.com/fighter-details/5431dccc09118234,3.68,51.0,2.7,56.0,1.5,33.0,61.0,0.0,4.0
Bobby Voelker,"6' 0""","74""",Orthodox,"Apr 26, 1979",http://ufcstats.com/fighter-details/fb8a3025ae722e64,4.01,35.0,5.84,42.0,1.04,50.0,66.0,0.0,9.0
Chris Holdsworth,"5' 11""",--,,"Oct 24, 1987",http://ufcstats.com/fighter-details/fc60ecf0671b9489,1.85,29.0,1.94,58.0,3.38,62.0,100.0,2.0,2.0
Ben Wall,"5' 10""",--,Orthodox,"Mar 25, 1989",http://ufcstats.com/fighter-details/1ad381c8994c4e5b,1.47,29.0,8.53,29.0,0.0,0.0,100.0,0.0,2.0
Anthony Lapsley,"5' 9""",--,Southpaw,"Feb 13, 1980",http://ufcstats.com/fighter-details/f3a853544e4413c4,0.53,34.0,0.58,66.0,0.0,0.0,20.0,0.0,2.0
Estevan Payan,"5' 10""",--,Orthodox,"Mar 14, 1982",http://ufcstats.com/fighter-details/d0a5ef38a7778ac2,4.25,42.0,3.58,57.0,0.36,100.0,60.0,0.4,5.0
Mark Bocek,"5' 8""","75""",Orthodox,"Oct 24, 1981",http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,2.34,43.0,2.32,60.0,3.65,36.0,31.0,1.3,13.0
Ronny Markes,"6' 1""","75""",Orthodox,"Apr 21, 1988",http://ufcstats.com/fighter-details/bd21a1e3d41c97ee,2.17,53.0,2.43,45.0,3.13,40.0,100.0,0.5,5.0
Thiago Perpetuo,"5' 10""",--,Orthodox,"Dec 14, 1987",http://ufcstats.com/fighter-details/c1a5d3843596df92,5.39,69.0,3.51,51.0,2.82,50.0,66.0,0.0,3.0
Jake Shields,"6' 0""","72""",Orthodox,"Jan 09, 1979",http://ufcstats.com/fighter-details/fe435e440b5de0ff,2.45,36.0,1.8,56.0,2.83,29.0,35.0,1.2,20.0
Renee Forte,"5' 7""","71""",Orthodox,"Mar 27, 1987",http://ufcstats.com/fighter-details/44bc27bfa76dcd9e,2.08,32.0,2.12,63.0,2.32,58.0,66.0,0.0,4.0
Will Campuzano,"5' 9""","70""",Orthodox,"May 27, 1986",http://ufcstats.com/fighter-details/901cddcbfa079097,2.43,31.0,3.82,57.0,0.88,45.0,48.0,0.2,7.0
Robert McDaniel,"6' 3""","75""",Southpaw,"May 03, 1983",http://ufcstats.com/fighter-details/5cafbc97dba2e797,1.64,44.0,1.98,56.0,0.93,50.0,50.0,1.4,3.0
Melvin Guillard,"5' 9""","71""",Orthodox,"Mar 30, 1983",http://ufcstats.com/fighter-details/ccd1299e0345e0ce,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2,22.0
Cyrille Diabate,"6' 6""","81""",Southpaw,"Oct 06, 1973",http://ufcstats.com/fighter-details/43563a32c3f10e95,4.06,71.0,1.78,60.0,1.17,83.0,53.0,0.2,9.0
John Hathaway,"6' 1""","75""",Orthodox,"Jul 23, 1987",http://ufcstats.com/fighter-details/28f3c2258a1d8874,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9,9.0
Ivan Menjivar,"5' 6""","64""",Orthodox,"May 30, 1982",http://ufcstats.com/fighter-details/5755960ebd0b16f6,2.78,37.0,2.76,65.0,0.56,28.0,38.0,1.0,11.0
Nam Phan,"5' 6""","70""",Orthodox,"Mar 13, 1983",http://ufcstats.com/fighter-details/80dbeb1dd5b53e64,4.52,37.0,6.55,59.0,0.18,18.0,60.0,0.2,11.0
Albert Cheng,"5' 11""",--,Orthodox,"Feb 07, 1985",http://ufcstats.com/fighter-details/d8d7b24d276c8cb0,1.0,41.0,2.6,71.0,0.0,0.0,0.0,0.0,1.0
TJ Waldburger,"5' 11""","75""",Orthodox,"Apr 25, 1988",http://ufcstats.com/fighter-details/8f2939f5fd9cca1e,2.02,51.0,2.39,40.0,3.03,46.0,40.0,4.8,8.0
Rafaello Oliveira,"5' 8""","71""",Orthodox,"Jan 26, 1982",http://ufcstats.com/fighter-details/15b1b21cd743d652,2.19,33.0,3.38,59.0,2.49,36.0,11.0,1.6,8.0
Cristiano Marcello,"5' 9""","72""",Orthodox,"Dec 03, 1977",http://ufcstats.com/fighter-details/ff4c3ab594c7fac3,2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9,5.0
Nick Catone,"6' 0""","72""",Southpaw,"Sep 01, 1981",http://ufcstats.com/fighter-details/f8fe2053d73d7bcf,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5,8.0
Ramiro Hernandez,"5' 9""",--,Orthodox,"Jul 22, 1986",http://ufcstats.com/fighter-details/915c8d39d4a0e7d1,2.72,28.0,5.51,64.0,0.0,0.0,0.0,0.0,2.0
Mike Rio,"5' 10""","70""",Orthodox,"Jul 06, 1981",http://ufcstats.com/fighter-details/af90b10c785ced3e,1.68,39.0,2.99,53.0,2.58,27.0,0.0,1.0,4.0
Brian Houston,"6' 2""",--,Orthodox,"Apr 26, 1981",http://ufcstats.com/fighter-details/36fbaa49a09ff997,1.9,35.0,3.67,53.0,0.95,100.0,87.0,0.0,2.0
Shunichi Shimizu,"5' 5""",--,Orthodox,"Jan 31, 1985",http://ufcstats.com/fighter-details/10657c60ce349e0f,0.14,33.0,4.68,30.0,0.0,0.0,0.0,0.0,1.0
Will Chope,"6' 4""",--,Switch,"Sep 08, 1990",http://ufcstats.com/fighter-details/db5dc7cb80d7d418,4.43,27.0,9.93,46.0,0.0,0.0,0.0,0.0,1.0
Quinn Mulhern,"6' 3""",--,Orthodox,"Sep 20, 1984",http://ufcstats.com/fighter-details/16af2d5a6f28bee2,1.48,28.0,2.09,51.0,1.36,20.0,33.0,0.0,6.0
Dave Galera,"5' 11""",--,Orthodox,"Jan 12, 1978",http://ufcstats.com/fighter-details/0876d21328cf4a45,1.67,69.0,0.53,33.0,0.0,0.0,14.0,2.0,1.0
Chris Leben,"5' 11""","73""",Southpaw,"Jul 21, 1980",http://ufcstats.com/fighter-details/d43a048a880efdff,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,25.0
Mac Danzig,"5' 8""","70""",Orthodox,"Jan 02, 1980",http://ufcstats.com/fighter-details/86f582852a5b240a,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,15.0
Cody McKenzie,"6' 0""","72""",Switch,"Dec 16, 1987",http://ufcstats.com/fighter-details/7be63795363029e8,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,7.0
Roger Bowling,"5' 9""","68""",Orthodox,"Dec 05, 1982",http://ufcstats.com/fighter-details/3b9f723e2720a238,3.9,47.0,3.86,51.0,3.09,43.0,27.0,0.9,10.0
Darren Uyenoyama,"5' 6""","65""",Orthodox,"Oct 15, 1979",http://ufcstats.com/fighter-details/6546af7ab545b90c,1.34,39.0,2.21,66.0,1.42,33.0,35.0,0.7,8.0
Pat Barry,"5' 11""","74""",Orthodox,"Jul 07, 1979",http://ufcstats.com/fighter-details/658c3465581ae46b,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,12.0
Julie Kedzie,"5' 5""",--,Orthodox,"Mar 18, 1981",http://ufcstats.com/fighter-details/981ab7a0576f76a0,2.9,36.0,3.18,46.0,1.14,23.0,78.0,0.0,5.0
Nick Ring,"6' 0""","74""",Southpaw,"Feb 10, 1979",http://ufcstats.com/fighter-details/b13da0b1a3aed3e7,3.52,42.0,3.48,62.0,1.36,36.0,52.0,0.3,6.0
Peggy Morgan,"6' 1""",--,,"Dec 16, 1979",http://ufcstats.com/fighter-details/92b36014314b028b,2.27,23.0,8.2,33.0,0.0,0.0,50.0,0.0,1.0
Chael Sonnen,"6' 1""","73""",Southpaw,"Apr 03, 1977",http://ufcstats.com/fighter-details/48d1f690b763934c,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4,19.0
Edwin Figueroa,"5' 7""","69""",Orthodox,"Jul 31, 1984",http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8,2.57,39.0,3.06,51.0,0.2,100.0,37.0,0.6,6.0
Jose Maria,"5' 5""",--,Orthodox,"Jan 04, 1982",http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3,3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,2.0
Alessio Sakara,"6' 0""","72""",Orthodox,"Sep 02, 1981",http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0,15.0
Rosi Sexton,"5' 3""",--,Orthodox,"Jul 16, 1977",http://ufcstats.com/fighter-details/5dfe71ade71f3a4b,3.31,39.0,7.42,41.0,0.75,10.0,80.0,0.0,3.0
Michael Kuiper,"6' 0""","73""",Orthodox,"Jun 07, 1989",http://ufcstats.com/fighter-details/b7f38813485745da,3.28,54.0,3.62,54.0,2.3,55.0,79.0,0.0,4.0
George Sotiropoulos,"5' 10""","71""",Orthodox,"Jul 09, 1977",http://ufcstats.com/fighter-details/896c322f56b8be5a,2.61,27.0,2.52,67.0,2.32,31.0,53.0,1.6,12.0
Adlan Amagov,"6' 2""","76""",Orthodox,"Oct 30, 1986",http://ufcstats.com/fighter-details/1e327b281ef6a745,3.29,47.0,0.82,78.0,5.84,56.0,100.0,0.0,6.0
Jeremy Larsen,"5' 10""","70""",Orthodox,"May 18, 1984",http://ufcstats.com/fighter-details/c3bd649a9194e50c,4.87,48.0,5.75,57.0,2.49,33.0,0.0,0.0,3.0
Dustin Pague,"5' 9""","74""",Orthodox,"Aug 05, 1987",http://ufcstats.com/fighter-details/55f80a8aeffcdb33,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,6.0
Thiago Silva,"6' 2""","74""",Orthodox,"Nov 12, 1982",http://ufcstats.com/fighter-details/2924886ee9c4c527,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7,18.0
Matt Hamill,"6' 1""","76""",Orthodox,"Oct 05, 1976",http://ufcstats.com/fighter-details/98b80a717b9bda17,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0,15.0
Joey Beltran,"6' 1""","75""",Orthodox,"Dec 08, 1981",http://ufcstats.com/fighter-details/46baf0f57edfa4df,4.92,36.0,5.27,54.0,0.48,18.0,75.0,0.0,11.0
Rousimar Palhares,"5' 8""","71""",Orthodox,"Feb 26, 1980",http://ufcstats.com/fighter-details/8ddf9c51c5fdea75,1.75,51.0,2.04,59.0,3.93,45.0,0.0,4.1,17.0
David Mitchell,"6' 0""","75""",Orthodox,"Oct 24, 1979",http://ufcstats.com/fighter-details/8f3df4c579cfbb69,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0,5.0
